article_id	text	is_feuilleton	feuilleton_id
thi_000343	virkelig sov gisla allerede siden flere maaneders forløb i skjødet af moder jord, befriet; fra den jammer, der forgiftede hendes livsblomster, og da nu erich igjen kunde stige ned adbjerget, var hans første gang til hendes gravhøi, hvor han ønskede sig ned til hende i den kjolige seng, i hvilken hun havde funden roe.	y	thi_bjergskakten_b
thi_000344	da han nu var fuldkommen helbredet, førte ambrosius ham til den skat, som hans fader havde givet ham i forvaring til ham, og kunhans hjerte, ikke hans læber gjorde hiin den bebreidelse, at han med et saadant udstyr, og saa kunde have forskaffet sin gisla et skjønt lod paa jorden, nu var hun ham berøvet, og en høiere lykke, end han nogensinde i denne - fuldkomne verden kunne have skjænket hende, var bleven hende til deel, derfor tog han nu guldet og oprettede over hendes grav en skjønhøihvælvet domkirke, hvori han bad for hendes siels roe, saavelsom ogsaa for hans slagne brødre. hans hele formue skienkede han til et kloster, som han lod opbygge, og satte den ærværdige ambrosius, som opnaaede en meget høi alder, til første abbed i samme, i det han selv, uden at beklæde en høiere værdighed end en lajenbroder, besluttede at ende sine levedage deri, og da hvile ved gislas side.	y	thi_bjergskakten_b
thi_000345	borgen med alle dens herligheder stod fra den tid af forladt og blev et rov for tiden, som efter aarhundrede ogsaa gjør sin jern ret gieldende, over erichs stiftelse. den rige skakt er aldrig mere bleven aabnet, og paa det indsunkne bjerg have fredelige beboere nedsat sig, der ikke, engang ahne, at der under deres hytter, er uddøvet, en saa frygtelig straffedom over stolthed, overmod og ødselhed.	y	thi_bjergskakten_b
thi_000346	udenlandsk. j norge er udfærdiget en nye lov angaaende told- og consumtions-væsenet. blandt andre forandrede bestemmelser indeholder denne lov følgende; hverken brændt kaffe eller anden slags brændte værter maa mere indføres; den bestemmelse, at jndførselen af spanske, franske og portugisiske vine, samt rom ikke maa skee uden directe fra steder, hvor de produceredes, er aldeles ophævet; egelast er tilladt at udføres, tiden, hvori varer maae henlægge paa criditoplag, er forlænger fra til aar. jstedetfor at straffene for comsumtionssvig hidtil have været de samme, er dette derhen forandret, at videre straf, end at varerne forbrydes, ei for consumtionssvig anvendes. paa adskillige artikler er jndførsels= og transit tolden, noget forhøiet, saasom paa brændeviin og rom, gryn, byg og havremeel, kaffe, kjød og flæsk, hør, kartofler, viin og tobak; hvorimod den paa andre artikler er nedsat, saasom paa dreieler og lærreder. udførselskolden er noget forhøiet paa fiskevare, rogn og tran.	n	
thi_000354	om navnkundighed, beundring, applaus o. de l. det er en meget rigtig anmærkning, at af de handlinger, som fortjene vor opmærksomhed, ere ikke altid de meest glimrende de største; thi navnkundighed, beundring og bifald vindes som oftest ikke uden ved udvortes og tilfældige omstændigheder, der til ere aldeles adskilte og forskjellige fra dyd og heltemod. en ophøiet stilling i livet, storheden af en handlings følger og alle lykkens gunstbeviisninger maae forene sig for at kunne frembringe noget stort i publikums øineda derimod, den der handler med standhaftighed, aandstyrke, flid og taalmodighed; men er berøvet dette glimrende udvortes, skrider ubemærket forbi mængden og lider og handler, i hvorved med samme aandstyrke og standhaftighed, saa dog alligevel uden medynk og uden roes. denne anmærkning kan udvides til enhver ting i livet. jntet maae bedømmes efter den virkning det gjør paa mængdens øie og øre.	n	
thi_000355	tusende elændigheder gjøre et stille usynligt anfald paa mennesket, og hiertet, føler utallige ængstelige slag, som aldrig udbryde i klager. vore fornøielser ere maaske ogsaa for størsteder, len hemmelighedsfulde og bæres for det meste med en slags taus tilfredshed, en slags ind- vortes bevisthed, et slags skjult haab, en særegen forestilling man gjør sig om ting, der aldrig meddeles andre; men som man forbeholder sig selv til lønlig overveielse i eensomme timer. størstedelen af vort liv er en kjæde af smaae hændelser og ubetydeligheder, af attraae efter gjenstænder som ikke ere langt borte, at smerte over feilslagne forhaabninger uden slemme følger, af intetsigende ærgelser som foraarsage os smerte, flyve forbi os og forsvinde igjen, af intetbetydende sladder som surre en stund for vort øre og høres aldrig mere, af glæder, der som et luftsyn dandse foran os og adspredes, at komplimenter, der glide forbi sjælen liig al anden musik og ere lige hurtig forglemte af dem dergjorde dem og af dem, der modtog dem.	n	
thi_000375	"det rige partie. det selsomme taarn. min ven ründel og jeg, den nuværende hofadvokat fasbinder, vi studerede sammen i m. derfra havde vi tidlig om morgenen tager en ridetour til det lille t. til pindseskyden, forat more os der en eftermiddag, og derfra igjenlystig og munter at vende tilbage. vi loe meget og saaledes som det nu ofte gaaer til naar mankommer i latter, saaledes raabte randel paa engang: ""hvad fanden er det for et sælsomt taarn, der ligger foran os. nu saae vi daførst at vi havde forfeilet veien. jsteden for at naae m. vare vi neppe nogle bøsseskud fra staden b. siden vi just ikke nu vare oplagte til at bedrøve os derover, besluttede vi at tilbringe resten af dagen og natten i b., da vi endnu ikke havde betragtet denne bekjendte fabrikstad nær ved. et hvert eventyr havde været os velkommen. de, fra de tilgrændsende byer tilbagevendende, gyntede par viste at det var en festdag, som just var tilende og det tynde purpursløer, i hvilket solens nedgang havde indhyllet den hele egn, gav den velbyggede stad, et særdeles venligt udseende, stadsoldaten hilsede os, da vi rede lang, som ind, med portlænken, og lod, da han saae vores velvillige ansigter, falde den flygtige anmærkning, at det var meget tørstigt veir i dag. randel var godmodig nok til at tage hensyn dertil. de sorte øine. den store drede gade foran os, overraskede os ikke lidet ved dens stadselige huse. j særdeleshed stod en sand pragtbygning, omtrænt i midten af gaden, for hvilken stænder og aldre af alle skikkelser viste deres ærbødighed. de forbigaaende mandspersoner toge deres hatte. for et vindne i første etage, saa dybt af, at vi allerede vare overbeviste om, at vi der ville komme til at see sidde den regjerende borgermester i fuldpindsestads. for om muligt, at bevæge denne at kaste sine politie=øine ud af vinduet og tilstaae, os en fuldkommen beskuelse af hans hele brystbillede, lode vi vore heste, som vi hidindtil havde ladet gaae sagte som paa filtskoe, ved huset gjøre dygtige kaprioler. alle vinduer i gaden fløi op. alt hvad der havde hoved, strakte det ud, saa langt som muligt. dog over det ansigt, som i hiint huuskom til syne, havde vi næsten begge to tabt ligevægten, thi (alle borgermestere i ære) det alsigt havde ingen borgermester, det hørte en engel til, en livagtig erkeengel. den ærefrygt vi følte, bragte hurtig hatten af hovedet paa os, endog førend haanden vidste hvad den gjorde. ründel og jeg, vi elske verden og menneskene, hvorfor skulle vi da ikke ogsaa holde af fruentimmerne, hvorledes var det vel muligt ikke at have denne engel kjer, blot et eneste blik af disse det himmelske væsens sorte øinegjør os, den hele opsigt, vi havde tænkt at gjøre med vores riden, til intet. vi vare endog glade, at vi kunne holde os fast paa vore heste, og droge beskjemmede, som det anstod sig efter en saadan ydmygelse, skridt for skridt til gadens ende, hvor det, efter udseende reenlige værtshuusden lange næse laae, for hvis dør en neppe paaklædt kieldersvend synes at være bered til at modtage os. men tilbage til hiint vindue, maatte vi endnu til hest, kaste øinene nogle gange og havde i det mindste den trøst, endnu bestandig at see de saa frygtelig blevne sorte øine, rettet hen paa os. allerede enke. hvad befaler de naadige herrer; spurgte mennesket, da han havde viist os opad en trappe til et ret smukt værelse, hvorfra man kunde overskuden deel af gaden, hvori den livagtige engeboede. for det første, - sagde ründel, i det han viiste med sin pegesinger hen paa hiint huus - hvad er det for en dame der, ak! svarede den lille karl, i det han udstødte et saa dybt suk, at jeg næsten var fristet til at byde ham et temperende pulver, for at afkjøle hans hede, det er vor stads krone. hvem der engang kommer til at eie den, den faaer en skatpaa et par tønder guld. men paa patriotismefeiler det derimod hende gandske forskrækkelige hvad mener de vel, ikke en eneste af vore smukke, unge herrer anstaaer hende, og dog har hun staden og den gamle frøstler, der ægtede hende da hun neppe var femten aar gammel, at takkefor alt. havde testamentet blot ikke været, saa havde hun nu maatte dandse efter en anden pibemen den salig commerceraad frøstler, testamenterede hende den ene dag alt, og den anden ægtede han hende."	y	thi_rige-partie_a
thi_000376	randel og jeg kunde ikke komme til os selv igjen af forundring. altsaa allerede enke, udraabte jeg. ja vel, og det neppe nok. tidlig om morgenen var vielsen, og om middagen døde han, underet. patronen gjorde os bestandig alt mere og meere varm ved lovtaler over den skjønne, ved hvis syn, vi allerede vare blevne varme nok. han gav hende det vidnesbyrd, at hun var orden, sædeligheden og huusligheden selv. den salige frøstler havde allerede forlovet sig med hende i hendes de aar og ligesom efter vielsen, da han havde maattet foretage den lange reise ind i evigheden, maatte han ogsaa reise bort. saadan havde han ogsaa før maattet gjøre en i verden. j det halve aar han var fraværende, havde fristere af alle slags, søgte at gjøre hende utro; men hun havde skikket dem alle bort igjen med en lang næse. og kieldermesteren var sandelig ikke hendes afgjorte lovtaler; thi det nag han bar til hende, fordi hun, blandt mange andre derværende cavalierer, ogsaa først for sex uger siden havde foræret værtens søn, doctoren, en kurv, stak ved enhver leilighed igjennem, naar han ville rose hende. jntet under derfor, at dette physiske og moralske under, hvis hulde seeværktøi, vedvarende synes at hvile paa vertshusets vinduer, hvori vi havde lagt os ret mageligt, fra sekund til sekund stalos alt mere og mere i øinene. en eller anden feil have imidlertid de fleste ting. dette yttrede randel heel betænkelig. hvem veed ellers om ikke denne skjønne maske skjuler en som hjernekiste. det er jo et skalkeskjul, hvormed - naturen heel hyppigen skal overraske de skjønnes beundrere. neppe vare disse ord komne ud af munden, paa ham, saa bragte ogsaa kieldermesteren den bestilte limonade ind. uden at blive spurgt derom, udbrød han igjen under jskjænkningen i følgende lovtale: og til frue kommerceraadindens mange fortrin kommer ogsaa en munterhed og en aand, som det er vanskeligt at finde mage til. omendskjøndt man just ikke kunde anerkjende compotencen af denne smagens dommer, saa blev hans bemærkning dog altid en art modbeviis for den, saavel hos mig som randel fremspirende frygt, det blev os tillige en drivefjer mere, til at gaae ud paa nærmere undersøgelser. erobringsplan. og - spurgte jeg mennesket - ikke en eneste har hidentil kundet finde nøglen til denne elsk værdiges hjerte, jkke en for omtrent en uge siden har vel en fremmed, som i førstningen boede her hos os inlogeret sig, for at gefalde hende, ligeover for hvor hun boer; han skal være steenrig og seer ikke daarlig ud. men det er en besynderlig særsindet en, saa at det vel neppe lykkes ham. j øvrigt er han den eneste mandsperson, som hun altid i hendes selskabsjomfrues og søsters nærvarelse, modtager besøg af i hendes eget huus.	y	thi_rige-partie_a
thi_000377	hm! det var tillige en hindring og en sporemere for randel og mig, til at stræbe efter at gjøre hendes bekjendtskab; kjeldermesteren synes ikke at vide, at hos mange fruentimmer, gielder selv den sletteste særhed hos en mand, mere end hans fortrinligste egenskaber.	y	thi_rige-partie_a
thi_000378	hvorledes, om det nu lykkedes en af os at stikke den fremmede ud? tilfældet havde ført os gandske uventet til b. hvem vidste hvad skjæbnen endnu kunde føre i sit skjold? vore, hjerter, ikke gandske saa nye, som de maaskee saae ud til, havde just ferie. et forsøg paa den skjønne kunde man derfor vove, uden at vi skadede en andens rettigheder eller vores egen samvittighed. vist nok, lod, efter alt hvad i havde hørt, det lette, overfladiske af vores hidtilværende kjerlighed sig ikke anvende paa den unge enke. hun forlangte, under alle omstændigheder af hjertet, at det skulle gandske hellige sig hende, ikke et offer for dage uger, maaneder eller aar, men for det hele liveller for at udtrykke mig i kunstsproget, for en heelevighed; og hun syntes ogsaa at fortjene en saa dan opofrelse. saaledes var da for det første den nærmere bestemmelse fattet. naar kieldermesterens beskrivelse over hende var overeensstemmende med sandhed og en af os havde den lykke at gefalde hende i særdeleshed, saa behøvedes der hos en skjønhed som hende, just ikke stor betænkning: vel studerede vi endnu, men studeringerne kunde jo, om ikkeophøre, saa dog, isteden for paa akademiet, fuldendes et andetsteds, mindre paafaldende ved de nye forhold man derved kom i. unge vare vi nu vistnok ogsaa; men dog allerede i flere aar ikke længere for unge til at forestille en ægtemand. og min formynder og randels fader, som i vores mindreaarighed vist nok havde en ikke ubetydelig stemme i sagen, maatte jo ikke være ved deres fulde fem, naar de af egensindighed ville have forhindret os fra at faae denne store gevindst i ægtestandens lotterie. ak! vikjendte dem jo. allerede for den lille tønde guldsskyld havde de ikke gjort det, omendskjøndt den ogsaa havde været sammensmeltet i eet. deri maatte vi nu vistnok finde os, at blot een kunde komme til at besidde skatten, randel eller jeg. ved de store egenskaber damen befad, var det rigtignok bedrøveligt for den, der maatte gaae tomhændet bort; med det afhang ikke af os. alt kom jo an paa, hvem hendes lille hjerte erklærede sig for. man seer allerede deraf, at vi af hendes blikke, som endnu fra tid til anden faldt over til vore vinduer, allerede nærede saa temmelig haab om at hun ville give den fremmede løbepas og ville beslutte sig til at tage en af os to. den hvide fane. efter et metalvægtigt haandtryk, spurgte jeg kieldermesteren paa hvad maade man bedst kunde faae adgang i damens huus. men med al den ærbødighed som prænumerationen paa taknemmelighed indgjød ham, svarede han kun ved at trække paa skuldrene. kom, broder hertz sagde da ründel, i det han tog mig under armen, det besynderlige gjør lykke. vi gaaer lige løs paa hendes huus, inden, vi komme derhen, vil der vel fødes en ider i vores hjerne, som baner os veien til det fortryllede slot. vi gik, men endskjøndt et sneevidt battisttørklæde, liig en fane til tegn paa overgivelse skinnede os i møde fra vinduet, saa synes dog vores hjernekiste denne gang at være gandske tom. de mange fuldkommenheder som kieldermesteren havde tillagt damen og som virkelig hendes ædle ansigtstræk synes at aflægge et vidnesbyrd om, nedfloge aldeles vores mod. jntet andet blev os tilovers end i forbigaaende, at gjøre brug af hiin i kleinstadtische ret, at hilse enhver. den ynde hvormed hun takkede, overgik al beskrivelse, randel kom derved saa gandske ud at fatning at han tabte hatten. vi ville imidlertid vanskelig have forstaaet at afbenytte denne, ynde til vores fordeel, var ikke, hvad beskrivermit jubel, i samme øieblik hendes hvide battist, tørklæde slagret ned paa gaden. uden at tænke paa sin hat, anstillede ründel med mig en vedderenden efter tørklædet, begge greb vi det paa engang. begge ilede v. dermed ind i huset, og op af trappen. om de var passende eller ikke at et tørklæde saa let som en fjær blev haaren af to, derpaa tænkte vi ikke. .	y	thi_rige-partie_a
thi_000379	j visse henseender bare vi i det vore hjerter, og de vare centner tunge. alti alt.	y	thi_rige-partie_a
thi_000380	min herre, deres hat, sagde damen ovenfor og kom os meget gratis i møde fra forhøiningen ved vinduet, i det hun viste ned paa gaden. naar man har tabt hovedet, kan man vel ogsaa glemme hatten. hverken randel eller jeg havde tænkt paa den hat, der var bleven liggende neden under. det maatte jo endog ærgre ham, at han blev erindret derom, thi medens han løb efter hatten, gav han jo mig leilighed til at vinde et forspring for ham i damens gunst. men endnu saa beruset af den lykke, saa lynsvar at være kommen ind i hendes kammer, kunde min aand i dette øieblik umulig gjøre store spring. destobehændigere sprang randel ned af trappen. og stod virkelig allerede mellem mig og den skjønne enke, førend denne var bleven halvfærdig med hendes korte tak for vores udviste opmærksomhed. det lille, ubetydelige tab, sagde damen, (næsten alt for galant for hende, der stod i saadant nye for at være tilbageholden) er bleven mig til stor fordeel. thi uden dette, ville det ved været vanskeligt mine herrer, at have den lykkeat gjøre deres behagelige bekjendtskab? med megen gratie viste hun hen paa sophaen, og vi vægrede os naturligviis ikke at tage plads derpaa. jeg drog neppe aande. naar man saae enkens hele figur var hun endnu skjønnere end hendes brystbillede. det var en antik gratioi modern klædedragt og selv en kunstkjender, der saae hende, ville ikke have kundet sagt at den var smagløs. nei, hun var jo selv skjønhed, ynde, i smag, kort sagt hun var alt i alt. mit øie i det mindste var af denne troe. eendnu en herre. ak, jeg troede endnu saa meget om hende, som gjorde mig saa fornøiet. det var forekom men mig som hiint batistørklæde for, ikke saa gandske ufrivillig eller uforvarende var falden ned, men som om det med forsæt var skudt ud af vinquet. det havde man ogsaa virkelig kundet kalde en udmærket undtagelse til vores fordeela hendes sædvanlige forsigtighedsfulde opførsel, men endnu mere hendes blik, det skjønnehuldrige blik, som ved denne leilighed sendtes ned af gaden, galt mig, mig allene, da min venist forblyffet ved det hans hat faldt af, i dette bjeblik ikke saae op ad. denne tanke ville endnu have gjort mig langt lykkeligere, havde jeg, ved at være længere allene med hende, funden leilighed til, at forvandle min troe til vished. men nu traade, da hun ringede, en betjent i kostbart liberie ind med theen, og neppe havde vi modtaget hendes børen at tage til takke med en kop, saa bankede det paa døren, og endnu en herre traade inddenne studsede synlig over vores nærværelse og standsede et øjeblik førend han traade damen, nærmere, der modtog han meget venskabelig. efter kjeldermesterens hele beskrivelse at slutte, var det hiin fremmede, der havde indqvarteret sig lige over for vores skjønne theeskjenkerinde. stille underholdning. jeg forstod strax min ven, da han gav mig en vink om den fremmede. det skulle betyde at han havde den samme meening, som jeg om ham, for vores skyld behøvede den nye gjest ikke athave havt saa smukke ansigtstræk og en saa regelmæssig figur som han havde. desuden hviske de damen artig nogle ord fagte til ham, hvilke randel og jeg vare fristede til at ansee for en krænkelse af vore rettigheder. mig fortrød det meest, da dog aabenbar hendes tilkastede lomme. tørklæde havde gjældt mig. damen fortalte ham derpaa hvorledes hun var bleven bekjendt med os. vi nævnede, paa hen des anfordring vore navne, hvorpaa hun gjorde, os bekjendt med den byrdefulde gjests navn. enken satte sig ned for at skjænke thee. det ære at modtage de første kopper hun rakte os, var høist piinlig, da den gav tilkjende, at den hun opvartede efter os, var hende mindre fremmed. vi vare just ligesaa stumme som ham, der velneppe nærede et venligere sindelav mod os, end vi mod ham. havde ikke porcelainskopperne undertiden klirket, og vertinden fra tid til anden afbrudt den ubehagelige taushed med ligegyldige spørgsmaale, saa havde det været saa stille som i kirken, under bønnen fra prædikestolen. mavetrykken. randel blev først kjed af det, og gik efter sin hat. men neppe bemærkede værtinden dette, saa ilede hun efter ham. jeg læste i hendes mine, at hun besvor ham at blive. ufeilbar - tænkte jeg - fordi hun frygter for, jeg saa maatte ligeledes gaae bort. nu traade hun hen til pianofortet. hun spillede og sang. havde hendes udvortes allerede dygtig slaget os, saa var det ved denne sirenestemmes klang aldeles forbi med vor roe. den fremmede var færdig at briste af ærgelse, da vores taknemmelige hjerter, uden tilbageholdenhed udgjød sig i lovtaler over hendes sang. han synes nu at ville sluge hendes blikke og vores ogsaa. de sidste synes at foraarsage ham mavetrykken. overhoved saae han med skele øinepaa, at damen gjorde os opmærksom paa flere skjønne malerier paa væggene, hendes bogsamling og meget andet. deri havde han nu gandske uret. han gav jo næsten ikke en artikuleret lydfra sig, og der blev jo derfor intet andet tilovers for hende og os, end at søge en gienstand at tale om. men vi havde ogsaa uret naar vi fortrød, paa, at hun engang til afvexling søgte at opmuntre den forstemte. hun gjorde derved ikke andet, end hvad enhver, kun halv saa danvet værtinde ville have gjort, naar et saa snorrige kløverblad som vi tre, havde indfunden sig hos hende. den bedste position. yderlig kold, og med et alenlangt ansigt anbefalede endelig den tredie gjest sig.	y	thi_rige-partie_a
thi_000381	mine herrer - sagde damen yderst forbindtlig til os, (i det vi nu kun derfor grebe til hattene, for at de atter kunde blive os fratagne, og vi kunde erholde en utrykkelig tilladelse til at blive længere) jeg er dem særdeles megen tak skyldig, for den velvillighed hvormed de har hjulpen mig til at forkorte en kjedsommelig aften. behold de mig i behagelig erindring. jeg skal ikke glemme deres behagelige selskab. det store venskab de har beviist, ved at beære en dem aldeles udekjendt med deres besøg, skal aldrig udslettes af min erindring.	y	thi_rige-partie_a
thi_000382	virkelig laae i den tone hvori hun sagde dette, mere end tom artighed. der laae noget hjerteligt der. men med alt dette havde hun ikke allene tænkt paa, ikke igjen at tage hattene fra os, men meget mere, førend vi saae os for, med en sandkrigskonst manøvreret saa tæt til salsdøren og taget en saa fortræffelig position, at der saalænge hun beholdt denne, aldeles ikke fra vores side var at tænke paa nogen fremrykken. og hun gjorde endog mine til længe at ville beholde denne stilling. hvad vi derfor endnu ville sige hende maatte skee fra vores nærværende standpunct.	y	thi_rige-partie_a
thi_000383	men da vore hjerter vare saa overvættes fulde, havde det gjort vore hoveder saa tomme, at vi ikke kunde finde de rette ord til noget. hensigtsmæssig erkyndelse.	y	thi_rige-partie_a
thi_000384	til lykke geraadede randel slutteligen paa det hensigtsmessige spørgsmaal, hvem den tause fortrædelige herre havde været, som vi havde havt, den ære at lære at kjende hos hende. efter hvad kjeldermesteren havde meddeelt os, blev . det dog altid det rigtigste at udlokke af hende føl hvad forhold hun stod i til den kurisse fremmedkun det var tvivlsomt om hun ville besvarspørgsmaalet. saasnart derfor randel havde gjort hende dette spørgsmaal, bevogtede jeg med mine blikke hendes ansigtstræk og øine med en opmærksomhed, som en politiespion døren af et mistænkeligt huus. fortælling. den herre - svarede hun og en skalkagtig. næsten sporsk latter spillede derved om de smukke rosenlæber - er en beslægtet, meget langt udbeslægtet af min afdøde mand. hans fordomme mod det qvindelige kjøn gjøre ham ulykkelig han hører tilfældigviis tale om mig i en onkels huus, der boer i udlandet. venskab afskildrer min caracteer. fruentimmerhaderen seerformodentlig har han fæstet nogen troe til skildringen, et miniaturportrait af mig, som er i minonkels eie. den unge mands phantasie forener hvad han har hørt om mig, med ansigtstrækkene som maleren temmelig godt har afcopieret og see, i hans aandrige øie opstaaet et idialiseret billede af mig. en anden aarsag finder jeg i det mindste ikke til hans beslutning strax at lade spænde for og reise for at lære at kjende mig. med et anbefalingsbrev kommer han til mig. en aldrende mand er hans ledsager. denne besværger mig paa det jndstændigste at gjøre hvad brevet indeholder. den unges trøstesløse forældre ønsker nemlig, at han maatte blive vunden for verden og ægtestanden, at han, ved omgang med mig og ved mine overtalelser, maatte blive tilbagegivet en ung forlovet, fra hvilken hans overspændte fordringer har bortfjernet ham. commissionen er mig meget viin, lig. men hans forældre vare min salig mands fortroeligste venner. deres eneste søns lykke lage dem alt for meget paa hjertet til at jeg ikke skulle have rakt haanden til for at virke til deres øiemeds opnaaelse, omendskjøndt jeg ved første sammenkomst med ham strax kunde indsee hvorutilstrækkelig middelet var. alt for meget indtaget af min onkels gode mening om mig beviste han den største enthusiasme for min person. vertshuset hører han tilfældigviis en bekræftelse paa hvad der havde bevæget ham til reisen. hans besøg i mit huus tiltage. men det er ham ikke nok. han forlader vertshuset for at flytte indnogle ledig staaende værelser ligeover for mig. kun fordi han seer mig underrettet om hans forlovelse med en anden, og jeg til trods for hans i begyndelsen bestemte afslag, ikke lader mig afvise fra at antage mig hendes sag, synes han for en tid lang at søge at undgaae en formelig erklæring. dog hver dag maatte jeg vente denne. jmidlertid vare hans forældre ved mig blevne underrettede om hvorledes sagerne stode og havde tillige erholdt den erklæring, at jeg hvis deres søn, skulle have hensigter med mig, har ud af stand til at opfylde disse. et jilbud bragte mig deres svar. da hjertet i slige tilfælde bør have en fortrinlig stemme, men nit aldeles ikke ville erklære sig for deres søn, saa kunde de ikke misbillige mit forhold, men inde mig for guds skyld, ikke at afvise den findlige unge mand med haardhed. de bevore mig at være langmodig og have taalmolighed med ham; men gave mig ogsaa midler i hænderne, til, i nødstilfælde at kunne skille mig af med ham. alt dette, min herrer vedblev hun; fortæler jeg dem saameget hellere, da jeg veed, at man her i staden og fornemlig i værtshuset hvor e logerer, begynder at ansee mig for denne unge mands forlovede. sagens rigtige sammenhæng, haaber jeg, de ikke vil gjøre brug af til at fortælle igjen. men jeg ønskede rigtig nok, fald talen skulde falde paa den foregivne forhvelse, at de, i mit navn, alvorlig ville modge samme. (sluttes i næste nummer.)	y	thi_rige-partie_a
thi_000385	fortegnelse. over nogle almindelige dyrs levealder, efter de berømteste naturkyndiges opgivelse. alder. aldes. et asen. aar. en tyr..... aar. en kat..... - en hund. - en ørn.. - en gjed. . - en o. - en hare. - en agerhøne - en due........... . en væder. . en ravn. - et faar.... - et sviin. - en turteldue - anecdoter.	n	
thi_000399	----- det rige partie. (sluttet.) den gode siel. hvem var lykkeligere end randel og jeg. v. gave de høitideligste løfter, i forekommende tilfælde, at modsige rygtet paa det alvorligste. derhos bade vi hende om at maatte den følgende morgen gjøre hende vores opvartning og trykkede i glædes-tummelen over at erholde tilladelse, dertil, en specie i haanden paa betienten som lyste os ud. neden under ved døren holdt vi hinanden længe omarmede. vores gjensidige lykke var saa meget større, som enhver troede at han skulle komme i besiddelse af denne skat. j det vi gik vide, re kom det for en dag: jeg mærkede nemlig snart at randel holdt sig til den yderst forbindtlige maade hvorpaa den skjønne enke traadte i veien for ham, da han ville gaae saa tidligden gode siel tænkte jeg, han kan jo ikke vide, bort. at det skeede af frygt for at jeg ogsaa skulde forlade hende. han havde, da hans opmærksomhed var henvendt paa hatten, som var falden ham af : haanden, ikke lagt mærke til det blik, som fulgte med det mig, ene mig tilkastede battistørklæde. jeg besluttede imidlertid ligesaa lidet at forstyrre ham i hans salige haab, som damen hiin fremmede, der endnu havde lys hos sig, og laae i vinduet og som ogsaa længe blev en gienstand for vores muntre lune. j øvrigt faldt det os nu som et slør fra øinene, hvorfor ikke den skjønne dame bad os om at blive længere. hvorledes havde hun i en lille stad kundet vedligeholde det gode rygte hvori hun stod, naar hun havde givet unge lystige personager som vi, lange aftenandiencer. . gratulation. kieldermesteren, som i grunden ogsaa var meget forliebt i vores gudinde, satte et par dygtige øine op, da vi saa muntre som glæden selv, kom hjem igjen. efter nogen hosten, kunde han ikke længere undlade at fremkomme med en gratulation, skjøndt den var færdig at sønderrive hjertet paa ham. han sagde, at der foruden den fremmede som boede lige over for hende, og dennes selskabsbroder, havde det endnu ikke lykkes nogen mand under tredsindstyve aar, at være tilstede ved den elskværdige dames theebord, og gav ikke utydelig at forstaae, at det vel, ved aldeles fremmedesom vi, havde noget at betyde, ja at kjerlighed maatte være i spillet med fra hendes side. ad vocem kjere, sagde jeg da og udførte, den commission som enken havde givet os angaaende den fremmede. det var just vand paa kieldermesterens mølle. jeg troer det allerede, sagde han. en af dem mine herrer, er det som har den lykke, at foreden rige brud hjem. os kunde det gode menneske jo let overtale, ved troede det jo allerede selv. men des omhyggeligere maatte vi ogsaa være paa vores vagt, at viikke forraadte os for ham. den ædle druesaft. jkke mere end billigt opgave vi fuldkommen vor res søvn for den nat, hvem vil løbe efter ting, som man aabenbare ikke kan naae? en anden langt værdigere og notabene langt opnaaeligere gienstand, sysselsatte os jo tilstrækkelig, og skaftede os den behageligste beskjæftigelse. den virkelig ret ædle druesaft, der var at bekomme i dette huus, tjente os til en venskabelig staldbroder hele natten.	y	thi_rige-partie_b
thi_000400	næsten havde den gjort mig alt for blød. den fuldkomne overbeviisning som randel synes at have om, at det store lod ville blive hans, opvagte hos mig, der naturligviis var fuldkommen: overbeviist om noget andet, en ret hjertelig medlidenhed. jeg kunde ikke tænke mig det øjeblik skrækkeligt nok for den armee, naar denne jndbildning skulle berøves ham; tilmed da hans eneste skjønne drøm, ved hans vens, ved min lykke, skulle tilintetgjøres. denne omstændighed kunde maaske virke fordeelagtig paa vores hidtilværende broderlige forhold.	y	thi_rige-partie_b
thi_000401	randel - sagde sig derfor, da stjernen, fortrængt af den stille nærmende morgen, kun kastede matte blikke ned til os, og hævede dertil mit paa nye iskjænkte glas høit i veiret. endnu dette glas paa vores broder-forbund, guldlade det evig bestaae.	y	thi_rige-partie_b
thi_000402	hurtig greb han flasken, skjænkede i, og havede rask sit glas i veiret.	y	thi_rige-partie_b
thi_000403	hvem der ogsaa, vedblev jeg, bliver valgt at den skjønne enke, skal den anden ikke lade ham undgielde derfor nei, raabte han med bævende stemme, og i hans vaade øie kunde jeg tydelig læse mine egne følelser - nei, du maa derfor ligesaa godt være min, som før efterat vi have tømt glassene, skeede ogsaa allerede nogle nærmere forslag i henseende til fremtiden. vore beslægtede skikkede os des værre altid færre penge end vi bragte i omlød, paa akademiet. de lode os vel endog undertiden, saa at sige, ligge krum. jeg foreslog derforat den som fik denne stads skat i besiddelse skulle være forpligtet til at staae den anden bi i saadanne nødstilfælde.	y	thi_rige-partie_b
thi_000404	det skee, raabte ründel. paa det hurtigste maa han hielpe ham, naar nøden kræver det. seierstegnet.	y	thi_rige-partie_b
